GO_ID	term_name
GO:0090305	obsolete nucleic acid phosphodiester bond hydrolysis
GO:0090173	regulation of synaptonemal complex assembly
GO:0090158	endoplasmic reticulum membrane organization
GO:0090156	intracellular sphingolipid homeostasis
GO:0090114	COPII-coated vesicle budding
GO:0090110	COPII-coated vesicle cargo loading
GO:0090297	positive regulation of mitochondrial DNA replication
GO:0090575	RNA polymerase II transcription regulator complex
GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity
GO:0090522	obsolete vesicle tethering involved in exocytosis
GO:0090599	alpha-glucosidase activity
GO:0090730	Las1 complex
GO:0089721	phosphoenolpyruvate transmembrane transporter activity
GO:0089701	U2AF complex
GO:0090694	Scc2-Scc4 cohesin loading complex
GO:0090661	box H/ACA telomerase RNP complex
GO:0090630	activation of GTPase activity
GO:1903425	fluoride transmembrane transporter activity
GO:1903424	fluoride transmembrane transport
GO:0097020	COPII receptor activity
GO:1903457	lactate catabolic process
GO:1903461	Okazaki fragment processing involved in mitotic DNA replication
GO:1903475	mitotic actomyosin contractile ring assembly
GO:1903259	exon-exon junction complex disassembly
GO:0098717	pantothenate import across plasma membrane
GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair
GO:0110104	mRNA alternative polyadenylation
GO:0110155	NAD-cap decapping
GO:0099122	RNA polymerase II C-terminal domain binding
GO:0098703	calcium ion import across plasma membrane
GO:0106035	obsolete protein maturation by [4Fe-4S] cluster transfer
GO:0106073	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity
GO:1903778	protein localization to vacuolar membrane
GO:1903775	regulation of DNA double-strand break processing
GO:0098863	nuclear migration by microtubule mediated pushing forces
GO:0098869	cellular oxidant detoxification
GO:1903358	regulation of Golgi organization
GO:1903298	negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway
GO:0097036	regulation of plasma membrane sterol distribution
GO:0097038	perinuclear endoplasmic reticulum
GO:0097039	protein linear polyubiquitination
GO:0140580	mitochondrion autophagosome adaptor activity
GO:0140575	transmembrane monodehydroascorbate reductase activity
GO:0110032	positive regulation of G2/MI transition of meiotic cell cycle
GO:0110051	metabolite repair
GO:0140933	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity
GO:0101005	deubiquitinase activity
GO:0101030	obsolete tRNA-guanine transglycosylation
GO:0140658	ATP-dependent chromatin remodeler activity
GO:0140659	cytoskeletal motor regulator activity
GO:0140647	P450-containing electron transport chain
GO:0140673	transcription elongation-coupled chromatin remodeling
GO:0140663	ATP-dependent FeS chaperone activity
GO:0140664	ATP-dependent DNA damage sensor activity
GO:0140662	ATP-dependent protein folding chaperone
GO:0140492	metal-dependent deubiquitinase activity
GO:0080041	ADP-ribose pyrophosphatase activity
GO:0080042	ADP-glucose pyrophosphatase activity
GO:0080025	phosphatidylinositol-3,5-bisphosphate binding
GO:0080008	Cul4-RING E3 ubiquitin ligase complex
GO:0080009	obsolete mRNA methylation
GO:0140849	ATP-dependent H2AZ histone chaperone activity
GO:0080132	fatty acid 2-hydroxylase activity
GO:0080139	borate efflux transmembrane transporter activity
GO:0080122	AMP transmembrane transporter activity
GO:0080182	obsolete histone H3-K4 trimethylation
GO:0080163	obsolete regulation of protein serine/threonine phosphatase activity
GO:0098656	monoatomic anion transmembrane transport
GO:1903577	cellular response to L-arginine
GO:0098636	protein complex involved in cell adhesion
GO:0098599	palmitoyl hydrolase activity
GO:0072583	clathrin-dependent endocytosis
GO:0072542	protein phosphatase activator activity
GO:0072546	EMC complex
GO:1901642	nucleoside transmembrane transport
GO:1901605	alpha-amino acid metabolic process
GO:1903600	glutaminase complex
GO:0098553	lumenal side of endoplasmic reticulum membrane
GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
GO:0098609	cell-cell adhesion
GO:0072318	clathrin coat disassembly
GO:0072380	TRC complex
GO:0072488	ammonium transmembrane transport
GO:0106166	spindle pole body-nuclear membrane anchor activity
GO:1901911	adenosine 5'-(hexahydrogen pentaphosphate) catabolic process
GO:1901907	diadenosine pentaphosphate catabolic process
GO:1901909	diadenosine hexaphosphate catabolic process
GO:1901987	regulation of cell cycle phase transition
GO:1901135	carbohydrate derivative metabolic process
GO:0098507	polynucleotide 5' dephosphorylation
GO:0098505	G-rich strand telomeric DNA binding
GO:1901006	obsolete ubiquinone-6 biosynthetic process
GO:0072665	protein localization to vacuole
GO:0072657	protein localization to membrane
GO:0106388	rRNA small subunit aminocarboxypropyltransferase activity
GO:0072659	protein localization to plasma membrane
GO:1901565	obsolete organonitrogen compound catabolic process
GO:0072686	mitotic spindle
GO:0106399	obsolete acyl-coenzyme A diphosphatase activity
GO:0072670	mitochondrial tRNA threonylcarbamoyladenosine modification
GO:0072344	rescue of stalled cytosolic ribosome
GO:0072334	UDP-galactose transmembrane transport
GO:0072354	histone H3T3 kinase activity
GO:1902000	homogentisate catabolic process
GO:0097681	double-strand break repair via alternative nonhomologous end joining
GO:1902716	cell cortex of growing cell tip
GO:0097720	calcineurin-mediated signaling
GO:1902975	mitotic DNA replication initiation
GO:1902979	mitotic DNA replication termination
GO:1902977	mitotic DNA replication preinitiation complex assembly
GO:1902969	mitotic DNA replication
GO:1902983	DNA strand elongation involved in mitotic DNA replication
GO:1902929	plasma membrane of growing cell tip
GO:1902531	regulation of intracellular signal transduction
GO:1902542	regulation of protein localization to mitotic spindle pole body
GO:0097422	tubular endosome
GO:0097428	obsolete protein maturation by iron-sulfur cluster transfer
GO:0097526	spliceosomal tri-snRNP complex
GO:1902440	protein localization to mitotic spindle pole body
GO:0097502	obsolete mannosylation
GO:0097505	Rad6-Rad18 complex
GO:0097510	base-excision repair, AP site formation via deaminated base removal
GO:0097602	cullin family protein binding
GO:1902412	regulation of mitotic cytokinesis
GO:1902476	chloride transmembrane transport
GO:0097543	ciliary inversin compartment
GO:0097550	transcription preinitiation complex
GO:0097552	mitochondrial double-strand break repair via homologous recombination
GO:0097250	mitochondrial respirasome assembly
GO:0120104	mitotic actomyosin contractile ring, proximal layer
GO:0097255	R2TP complex
GO:1902369	negative regulation of RNA catabolic process
GO:1902387	ceramide 1-phosphate binding
GO:1902388	ceramide 1-phosphate transfer activity
GO:0097177	mitochondrial ribosome binding
GO:0097176	epoxide metabolic process
GO:0097157	pre-mRNA intronic binding
GO:0097367	carbohydrate derivative binding
GO:0097344	obsolete Rix1 complex
GO:0120009	intermembrane lipid transfer
GO:0097361	cytosolic [4Fe-4S] assembly targeting complex
GO:0097352	autophagosome maturation
GO:0097320	plasma membrane tubulation
GO:0120029	proton export across plasma membrane
GO:0097268	cytoophidium
GO:1900364	obsolete negative regulation of mRNA polyadenylation
GO:1902660	negative regulation of glucose mediated signaling pathway
GO:1900060	negative regulation of ceramide biosynthetic process
GO:1902600	proton transmembrane transport
GO:1902603	carnitine transmembrane transport
GO:1902626	assembly of large subunit precursor of preribosome
GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system
GO:0071712	obsolete ER-associated misfolded protein catabolic process
GO:0071704	obsolete organic substance metabolic process
GO:0071765	nuclear inner membrane organization
GO:0071782	endoplasmic reticulum tubular network
GO:0071786	endoplasmic reticulum tubular network organization
GO:0071572	obsolete histone H3-K56 deacetylation
GO:0071578	zinc ion import across plasma membrane
GO:0071577	zinc ion transmembrane transport
GO:0071562	nucleus-vacuole junction assembly
GO:0071592	nicotinic acid riboside biosynthetic process
GO:0071590	nicotinamide riboside biosynthetic process
GO:0071596	ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:0071595	Nem1-Spo7 phosphatase complex
GO:0071586	CAAX-box protein processing
GO:0140359	ABC-type transporter activity
GO:0140223	general transcription initiation factor activity
GO:0140291	peptidyl-glutamate ADP-deribosylation
GO:0140326	ATPase-coupled intramembrane lipid carrier activity
GO:0140110	transcription regulator activity
GO:0140107	high-affinity potassium ion transmembrane transporter activity
GO:0071816	tail-anchored membrane protein insertion into ER membrane
GO:0071805	potassium ion transmembrane transport
GO:0071821	FANCM-MHF complex
GO:0071894	obsolete histone H2B conserved C-terminal lysine ubiquitination
GO:0071897	DNA biosynthetic process
GO:0071885	N-terminal protein N-methyltransferase activity
GO:0071846	actin filament debranching
GO:0140021	mitochondrial ADP transmembrane transport
GO:0140053	mitochondrial gene expression
GO:0071930	obsolete negative regulation of transcription involved in G1/S transition of mitotic cell cycle
GO:0071931	obsolete positive regulation of transcription involved in G1/S transition of mitotic cell cycle
GO:0071932	replication fork reversal
GO:0071933	Arp2/3 complex binding
GO:0071922	obsolete regulation of cohesin loading
GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0071949	FAD binding
GO:0071942	XPC complex
GO:0071944	cell periphery
GO:0071916	dipeptide transmembrane transporter activity
GO:0071918	urea transmembrane transport
GO:0071902	positive regulation of protein serine/threonine kinase activity
GO:0071970	fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process
GO:0071966	fungal-type cell wall polysaccharide metabolic process
GO:0071986	Ragulator complex
GO:1905117	obsolete regulation of ribonucleoside-diphosphate reductase activity
GO:1905037	autophagosome organization
GO:1905202	methylcrotonoyl-CoA carboxylase complex
GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process
GO:1905775	obsolete negative regulation of DNA helicase activity
GO:1903833	positive regulation of cellular response to amino acid starvation
GO:1903830	magnesium ion transmembrane transport
GO:2000001	regulation of DNA damage checkpoint
GO:1990246	uniplex complex
GO:1990247	N6-methyladenosine-containing RNA reader activity
GO:1990258	obsolete histone glutamine methylation
GO:1990259	histone H2AQ104 methyltransferase activity
GO:1990275	preribosome binding
GO:1990269	RNA polymerase II C-terminal domain phosphoserine binding
GO:1990298	bub1-bub3 complex
GO:1904263	positive regulation of TORC1 signaling
GO:1904262	negative regulation of TORC1 signaling
GO:1990221	L-cysteine desulfurase complex
GO:1990234	transferase complex
GO:1990130	GATOR1 complex
GO:1990131	Gtr1-Gtr2 GTPase complex
GO:1990124	obsolete messenger ribonucleoprotein complex
GO:1990180	mitochondrial tRNA 3'-end processing
GO:1990190	protein-N-terminal-glutamate acetyltransferase activity
GO:1990189	protein N-terminal-serine acetyltransferase activity
GO:1990112	RQC complex
GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process
GO:1904161	DNA synthesis involved in UV-damage excision repair
GO:1904108	protein localization to ciliary inversin compartment
GO:1990023	mitotic spindle midzone
GO:1990050	phosphatidic acid transfer activity
GO:1990070	TRAPPI protein complex
GO:1990071	TRAPPII protein complex
GO:1990072	TRAPPIII protein complex
GO:2000234	positive regulation of rRNA processing
GO:1990644	microtubule site clamp
GO:1990678	obsolete histone H4-K16 deacetylation
GO:1990679	obsolete histone H4-K12 deacetylation
GO:1990683	DNA double-strand break attachment to nuclear envelope
GO:1990604	IRE1-TRAF2-ASK1 complex
GO:2000677	regulation of transcription regulatory region DNA binding
GO:1990610	acetolactate synthase regulator activity
GO:1990616	magnesium ion export from mitochondrion
GO:1904668	positive regulation of ubiquitin protein ligase activity
GO:1990526	Ste12p-Dig1p-Dig2p complex
GO:1990527	Tec1p-Ste12p-Dig1p complex
GO:1990528	Rvs161p-Rvs167p complex
GO:1990529	glycosylphosphatidylinositol-mannosyltransferase I complex
GO:1990536	phosphoenolpyruvate transmembrane import into Golgi lumen
GO:1990537	mitotic spindle polar microtubule
GO:1990542	mitochondrial transmembrane transport
GO:1990544	mitochondrial ATP transmembrane transport
GO:1990547	mitochondrial phosphate ion transmembrane transport
GO:1990573	potassium ion import across plasma membrane
GO:1990575	mitochondrial L-ornithine transmembrane transport
GO:1990593	nascent polypeptide-associated complex binding
GO:1990518	single-stranded 3'-5' DNA helicase activity
GO:1990519	pyrimidine nucleotide import into mitochondrion
GO:1990414	replication-born double-strand break repair via sister chromatid exchange
GO:1990423	RZZ complex
GO:1990426	mitotic recombination-dependent replication fork processing
GO:1990429	peroxisomal importomer complex
GO:1990444	F-box domain binding
GO:1990456	mitochondrion-endoplasmic reticulum membrane tethering
GO:1990481	mRNA pseudouridine synthesis
GO:1990483	obsolete Clr6 histone deacetylase complex I''
GO:1904462	ergosteryl 3-beta-D-glucoside catabolic process
GO:1990380	K48-linked deubiquitinase activity
GO:1990381	ubiquitin-specific protease binding
GO:1904423	dehydrodolichyl diphosphate synthase complex
GO:1990304	MUB1-RAD6-UBR2 ubiquitin ligase complex
GO:1990315	Mcs4 RR-MAPKKK complex
GO:1990316	Atg1/ULK1 kinase complex
GO:1990334	SIN/MEN two-component GAP complex
GO:1904382	mannose trimming involved in glycoprotein ERAD pathway
GO:1904380	endoplasmic reticulum mannose trimming
GO:2000767	positive regulation of cytoplasmic translation
GO:2001256	regulation of store-operated calcium entry
GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
GO:1990966	ATP generation from poly-ADP-D-ribose
GO:1904983	glycine import into mitochondrion
GO:1904947	folate import into mitochondrion
GO:1990904	ribonucleoprotein complex
GO:1990883	18S rRNA cytidine N-acetyltransferase activity
GO:1990810	microtubule anchoring at mitotic spindle pole body
GO:1990811	MWP complex
GO:1990817	poly(A) RNA polymerase activity
GO:1990825	sequence-specific mRNA binding
GO:1990841	promoter-specific chromatin binding
GO:1990846	ribonucleoside-diphosphate reductase inhibitor activity
GO:1990861	Ubp3-Bre5 deubiquitination complex
GO:1990862	nuclear membrane complex Bqt3-Bqt4
