# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "6" "-p" "-t" "exon" "-g" "gene_id" "-s" "2" "-a" "/mnt/d/BioInf/Task_2/Reference_genome/Fusarium_graminearum_ph_1_gca_000240135.ASM24013v3.62.gtf" "-o" "/mnt/d/BioInf/Task_2/Quantification_results/SRR10408675/counts.txt" "/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/BioInf/Task_2/Alignment_results/SRR10408675/SRR10408675_aligned_sorted.bam
gene:FGSG_04220	2;2;2	4734583;4735628;4737370	4735578;4737314;4737492	-;-;-	2806	749
gene:FGSG_04219	2	4739223	4740509	+	1287	395
gene:FGSG_04218	2;2	4740590;4741163	4741104;4741193	-;-	546	1488
gene:FGSG_04217	2;2;2	4741816;4742881;4743228	4742822;4743165;4743438	-;-;-	1503	128
gene:FGSG_04216	2;2	4745226;4745937	4745886;4746112	+;+	837	222
gene:FGSG_04215	2;2	4746209;4747452	4747401;4747614	-;-	1356	110
gene:FGSG_04214	2;2;2;2;2;2	4748218;4748474;4748994;4749344;4749437;4749513	4748421;4748943;4749293;4749387;4749462;4749629	-;-;-;-;-;-	1161	36
gene:FGSG_04213	2	4750979	4751869	-	891	14195
gene:FGSG_12289	2;2;2;2	4753748;4753956;4754029;4754237	4753813;4754019;4754060;4754410	+;+;+;+	336	4
gene:FGSG_04212	2	4754649	4755524	-	876	338
gene:FGSG_04211	2;2	4756022;4756814	4756759;4757185	+;+	1110	156
gene:FGSG_04210	2	4757332	4757781	-	450	646
gene:FGSG_04209	2	4758769	4759539	-	771	37
gene:FGSG_04208	2;2	4760680;4760759	4760713;4762158	+;+	1434	472
gene:FGSG_04207	2;2	4762627;4762874	4762823;4763466	+;+	790	141
gene:FGSG_04206	2;2	4763552;4764332	4764189;4764593	-;-	900	4
gene:FGSG_12290	2;2;2	4764907;4765095;4765355	4765037;4765301;4765727	-;-;-	711	2
gene:FGSG_12291	2	4766684	4768405	-	1722	1939
gene:FGSG_12292	2;2	4768577;4769065	4769006;4769189	-;-	555	6248
gene:FGSG_04204	2;2;2;2;2	4769915;4770434;4771037;4771296;4771666	4770382;4770981;4771192;4771508;4771845	-;-;-;-;-	1565	1184
gene:FGSG_12293	2	4774426	4774761	-	336	0
gene:FGSG_04203	2;2;2	4775312;4777254;4777913	4776920;4777443;4778000	-;-;-	1887	2635
gene:FGSG_04202	2;2;2;2;2	4780883;4781338;4782011;4782106;4782567	4781278;4781957;4782057;4782508;4782744	-;-;-;-;-	1644	11088
gene:FGSG_04201	2;2	4783531;4785859	4785807;4785999	-;-	2418	241
gene:FGSG_04200	2	4787194	4788024	+	831	0
gene:FGSG_04199	2;2	4788442;4789159	4789103;4789670	+;+	1174	1627
gene:FGSG_04198	2;2;2;2	4789948;4790206;4790383;4790595	4790156;4790248;4790548;4791526	+;+;+;+	1350	120
gene:FGSG_04197	2	4791625	4792809	-	1185	12
gene:FGSG_04196	2;2;2;2;2	4793526;4794321;4794980;4795217;4795374	4794269;4794924;4795156;4795298;4795497	-;-;-;-;-	1731	658
gene:FGSG_04194	2;2;2	4800519;4800811;4801061	4800753;4801010;4802366	+;+;+	1741	353
gene:FGSG_04193	2;2	4802574;4803511	4803388;4803556	+;+	861	1174
gene:FGSG_04192	2;2;2;2;2;2;2	4803797;4804698;4805149;4805459;4805526;4805754;4806154	4804648;4804947;4805276;4805482;4805544;4805775;4806205	-;-;-;-;-;-;-	1347	162
gene:FGSG_04191	2;2	4807039;4807505	4807453;4808862	+;+	1773	4
gene:FGSG_04190	2;2	4809662;4810507	4810348;4810626	-;-	807	524
gene:FGSG_04189	2;2	4811349;4811435	4811365;4812575	+;+	1158	3020
gene:FGSG_04188	2;2;2;2	4814937;4815260;4815428;4816513	4815191;4815371;4816459;4816820	+;+;+;+	1707	50
gene:FGSG_04187	2	4817553	4818683	+	1131	724
gene:FGSG_04186	2;2;2	4818945;4819489;4821431	4819415;4821343;4821609	-;-;-	2505	724
gene:FGSG_04185	2	4822051	4822737	+	687	76
gene:FGSG_04184	2;2;2;2	4825361;4825819;4826287;4829897	4825464;4826230;4829839;4830228	+;+;+;+	4401	4154
gene:FGSG_04183	2;2	4830645;4830972	4830757;4833936	-;-	3078	1476
gene:FGSG_12294	2	4837722	4838045	+	324	0
gene:FGSG_04182	2;2	4839015;4839971	4839911;4841296	+;+	2223	70
gene:FGSG_20564	2	4843017	4843116	+	100	0
gene:FGSG_04181	2;2	4843524;4847222	4846834;4847635	-;-	3725	83835
gene:FGSG_04180	2;2;2;2;2;2	4850095;4850750;4850870;4851030;4851600;4851861	4850700;4850820;4850978;4851533;4851791;4854239	+;+;+;+;+;+	3861	5
gene:FGSG_04179	2;2	4855054;4855756	4855695;4855795	+;+	682	755
gene:FGSG_04178	2;2;2;2;2	4856195;4857071;4858053;4858227;4858503	4857021;4857998;4858168;4858438;4858878	-;-;-;-;-	2459	526
gene:FGSG_04177	2;2;2;2	4861406;4862645;4863920;4864266	4862571;4863843;4864203;4864613	+;+;+;+	2997	73
gene:FGSG_04176	2	4867518	4868820	+	1303	44455
gene:FGSG_04175	2;2;2;2;2;2	4870767;4872674;4873516;4873652;4873760;4873976	4872614;4873460;4873599;4873708;4873872;4874295	-;-;-;-;-;-	3209	348
gene:FGSG_04174	2;2;2	4875069;4875660;4875827	4875609;4875772;4876555	+;+;+	1383	1159
gene:FGSG_04173	2;2;2;2	4877403;4877540;4877937;4878058	4877465;4877837;4877994;4878175	-;-;-;-	537	124
gene:FGSG_04172	2	4883499	4884185	+	687	122
gene:FGSG_04171	2;2	4885340;4885778	4885657;4886830	+;+	1371	23608
gene:FGSG_04170	2;2;2	4887561;4889391;4889855	4889339;4889746;4890068	-;-;-	2349	728
gene:FGSG_04169	2	4890822	4892414	-	1593	116
gene:FGSG_04168	2;2	4893157;4894470	4894419;4898705	+;+	5499	2022
gene:FGSG_04167	2;2	4899105;4900107	4900057;4900260	-;-	1107	650
gene:FGSG_04166	2;2	4900720;4901033	4900938;4901864	+;+	1051	910
gene:FGSG_04165	2;2;2;2	4902219;4903074;4903321;4903768	4903026;4903272;4903616;4903838	-;-;-;-	1374	1830
gene:FGSG_04164	2;2;2;2	4904217;4904430;4904544;4904846	4904378;4904482;4904776;4905375	+;+;+;+	978	2018
gene:FGSG_04163	2;2	4905604;4905711	4905614;4906545	-;-	846	0
gene:FGSG_04162	2;2;2	4906974;4907602;4907802	4907552;4907747;4907943	-;-;-	867	6
gene:FGSG_04161	2;2	4908275;4909193	4909141;4909396	-;-	1071	567
gene:FGSG_04160	2	4910641	4911660	+	1020	957
gene:FGSG_04159	2;2;2;2	4911874;4912522;4912648;4913000	4912467;4912587;4912937;4913269	-;-;-;-	1220	1632
gene:FGSG_04158	2;2;2	4914903;4915107;4915491	4914928;4915335;4915640	+;+;+	405	10
gene:FGSG_04157	2;2	4916367;4917017	4916957;4917211	+;+	786	510
gene:FGSG_12295	2;2	4917656;4918315	4918266;4919746	-;-	2043	167
gene:FGSG_12296	2	4921717	4923386	-	1670	250
gene:FGSG_04155	2;2;2	4924220;4924451;4924599	4924399;4924550;4925094	+;+;+	776	1000
gene:FGSG_04154	2;2;2;2	4925088;4926793;4927423;4928011	4926727;4927359;4927958;4928093	-;-;-;-	2826	178
gene:FGSG_04153	2;2;2;2	4928728;4928884;4929090;4929991	4928805;4928959;4929819;4930747	-;-;-;-	1641	632
gene:FGSG_04152	2;2;2	4933964;4934110;4934697	4934016;4934637;4936005	+;+;+	1890	3338
gene:FGSG_04151	2	4936919	4938787	+	1869	709
gene:FGSG_04150	2;2	4939406;4939696	4939572;4940260	-;-	732	811
gene:FGSG_04149	2;2;2	4940392;4941217;4941425	4940954;4941340;4941531	-;-;-	794	72097
gene:FGSG_04148	2;2;2	4942152;4942413;4942542	4942351;4942476;4942667	-;-;-	390	414
gene:FGSG_04147	2	4944345	4944968	+	624	508
gene:FGSG_04146	2;2;2;2;2;2	4947966;4948086;4948322;4948485;4949261;4949365	4948032;4948259;4948433;4949225;4949316;4949642	-;-;-;-;-;-	1428	4
gene:FGSG_04145	2;2	4950451;4950730	4950606;4950906	-;-	333	0
gene:FGSG_12297	2;2;2	4951113;4952391;4953049	4952337;4952984;4953062	-;-;-	1833	0
gene:FGSG_04144	2;2	4955666;4956510	4956462;4957474	+;+	1762	0
gene:FGSG_04143	2;2;2	4957877;4958117;4958403	4958016;4958355;4959079	+;+;+	1056	63
gene:FGSG_04142	2	4959513	4960319	-	807	2
gene:FGSG_04141	2;2;2;2;2	4962239;4962412;4962599;4963013;4963674	4962352;4962549;4962962;4963626;4963841	+;+;+;+;+	1398	261
gene:FGSG_04140	2	4963899	4964987	-	1089	230
gene:FGSG_04139	2;2;2	4965319;4965976;4966128	4965434;4966040;4967161	+;+;+	1215	2943
gene:FGSG_04138	2;2;2;2;2	4967380;4967729;4968148;4968537;4968753	4967674;4968093;4968468;4968704;4968935	-;-;-;-;-	1332	22
gene:FGSG_04137	2;2;2;2	4969703;4970161;4970376;4970580	4970108;4970282;4970500;4970701	-;-;-;-	775	81699
gene:FGSG_04136	2;2;2;2	4970921;4971129;4971258;4971397	4971058;4971200;4971347;4971873	+;+;+;+	777	91426
gene:FGSG_04135	2	4972297	4973844	-	1548	567
gene:FGSG_04134	2;2;2;2	4978518;4978598;4978992;4979337	4978546;4978933;4979172;4980053	-;-;-;-	1263	3675
gene:FGSG_04133	2;2;2;2	4983154;4983334;4983741;4983941	4983299;4983508;4983804;4983954	-;-;-;-	399	8
gene:FGSG_12298	2;2;2	4984432;4984545;4985672	4984479;4985564;4985809	+;+;+	1206	10
gene:FGSG_12299	2;2;2	4987567;4987626;4987763	4987592;4987679;4988108	+;+;+	426	14
gene:FGSG_12300	2;2	4988291;4988661	4988417;4988866	+;+	333	11
gene:FGSG_12301	2;2;2	4992315;4992729;4992928	4992671;4992872;4993103	-;-;-	677	6863
gene:FGSG_12302	2;2;2;2	4993439;4993517;4993677;4994696	4993467;4993624;4994645;4994735	-;-;-;-	1146	4562
gene:FGSG_12303	2	4994992	4995123	-	132	426
gene:FGSG_04131	2;2;2	4995908;4996886;4997284	4996828;4997223;4997428	-;-;-	1404	2585
gene:FGSG_04130	2;2;2	4997939;4998485;4999858	4998427;4999789;5000355	-;-;-	2292	7156
gene:FGSG_04129	2;2;2	5004056;5004651;5004772	5004568;5004714;5005918	+;+;+	1724	750
gene:FGSG_04128	2;2;2;2;2;2;2;2;2;2;2	5005949;5006046;5006177;5006460;5006620;5006739;5006939;5007154;5007590;5007731;5008022	5005993;5006125;5006392;5006568;5006685;5006889;5007098;5007541;5007672;5007912;5008074	-;-;-;-;-;-;-;-;-;-;-	1533	1391
gene:FGSG_04127	2;2;2	5008709;5010468;5012010	5010415;5011965;5012953	-;-;-	4149	1078
gene:FGSG_04126	2;2	5014678;5015668	5015613;5015933	+;+	1202	12336
gene:FGSG_04125	2;2	5016285;5016864	5016803;5016884	-;-	540	5109
gene:FGSG_04124	2;2;2;2	5017511;5017644;5017831;5018035	5017534;5017773;5017908;5018549	+;+;+;+	747	2725
gene:FGSG_04123	2;2;2;2;2;2	5022812;5022907;5023115;5023499;5023709;5024611	5022826;5023056;5023450;5023660;5024554;5024947	+;+;+;+;+;+	1846	2945
gene:FGSG_04122	2;2;2;2;2	5024994;5025953;5026264;5026707;5026873	5025890;5026210;5026572;5026817;5027340	-;-;-;-;-	2043	1296
gene:FGSG_04121	2;2;2;2	5028013;5028207;5028323;5029471	5028092;5028265;5029414;5029917	+;+;+;+	1678	5285
gene:FGSG_04120	2	5030484	5031266	+	783	290
gene:FGSG_04119	2;2;2	5031762;5032681;5033088	5032492;5032956;5033634	-;-;-	1554	10273
gene:FGSG_04118	2;2;2;2;2;2	5035221;5035522;5037264;5037387;5037835;5039109	5035274;5037213;5037337;5037801;5038616;5039136	-;-;-;-;-;-	3045	1210
gene:FGSG_04117	2;2	5041394;5041732	5041671;5046249	-;-	4796	2835
gene:FGSG_04116	2;2;2;2;2	5049891;5049992;5050189;5050496;5050540	5049896;5050159;5050347;5050498;5050548	-;-;-;-;-	345	2
gene:FGSG_04115	2;2	5053405;5053775	5053709;5054536	+;+	1067	7032
gene:FGSG_04114	2;2;2;2	5054849;5054930;5055450;5055870	5054878;5055044;5055808;5056043	+;+;+;+	678	89
gene:FGSG_04113	2;2	5056173;5056813	5056762;5059201	-;-	2979	7153
gene:FGSG_04112	2;2;2;2	5059436;5059703;5060036;5060350	5059637;5059978;5060293;5060760	+;+;+;+	1147	2031
gene:FGSG_04111	2;2	5062614;5063900	5063852;5064394	+;+	1734	1102
gene:FGSG_04110	2;2;2;2	5066839;5066975;5067260;5070630	5066912;5067162;5070571;5070676	+;+;+;+	3621	881
gene:FGSG_04109	2;2;2;2	5071970;5072386;5074227;5074554	5072337;5074175;5074496;5075167	-;-;-;-	3042	859
gene:FGSG_04108	2;2;2;2	5077578;5078404;5078597;5079058	5078334;5078471;5078989;5079368	-;-;-;-	1529	3932
gene:FGSG_04107	2;2;2	5081304;5081866;5082334	5081812;5082253;5082824	-;-;-	1388	18923
gene:FGSG_04106	2	5083747	5085953	-	2207	350
gene:FGSG_04105	2;2	5088717;5089017	5088965;5089637	-;-	870	850
gene:FGSG_04104	2;2;2;2;2	5093723;5094439;5094637;5094779;5095657	5094384;5094558;5094726;5095497;5095998	-;-;-;-;-	1933	9272
gene:FGSG_04103	2;2;2	5101148;5101319;5103151	5101259;5103054;5103402	-;-;-	2100	2593
gene:FGSG_12304	2;2;2	5104130;5104644;5104755	5104322;5104750;5104778	-;-;-	324	14
gene:FGSG_04102	2	5107432	5109384	+	1953	3864
gene:FGSG_04101	2;2;2	5111343;5111713;5111939	5111616;5111874;5112981	+;+;+	1479	645
gene:FGSG_04100	2;2	5113645;5114026	5113888;5114975	-;-	1194	40
gene:FGSG_04099	2;2;2	5115988;5116270;5116610	5116061;5116553;5116947	+;+;+	696	0
gene:FGSG_12305	2;2	5118361;5118584	5118579;5118679	+;+	315	80
gene:FGSG_12306	2	5119925	5121477	+	1553	834
gene:FGSG_04097	2;2;2;2;2	5123411;5123684;5124616;5124748;5125009	5123633;5124562;5124693;5124936;5125016	+;+;+;+;+	1377	20
gene:FGSG_12307	2	5125139	5126192	-	1054	2269
gene:FGSG_12308	2;2	5127106;5127472	5127421;5127773	+;+	618	197
gene:FGSG_12309	2	5127783	5128577	-	795	70
gene:FGSG_04095	2;2	5129151;5129938	5129885;5132028	-;-	2826	1126
gene:FGSG_04094	2	5134984	5136540	-	1557	344
gene:FGSG_20565	2	5139562	5139633	+	72	1
gene:FGSG_20566	2	5139751	5139822	+	72	1
gene:FGSG_04093	2;2;2;2;2	5139864;5140116;5140231;5140984;5141246	5139948;5140177;5140870;5141137;5141297	-;-;-;-;-	993	14
gene:FGSG_20014	2	5142402	5142517	-	116	2
gene:FGSG_04092	2;2	5143201;5143446	5143395;5144774	+;+	1524	140
gene:FGSG_04091	2;2;2	5144945;5145256;5146326	5145200;5146235;5146449	-;-;-	1360	12839
gene:FGSG_04090	2;2	5146771;5147991	5147939;5148744	-;-	1923	1517
gene:FGSG_04089	2;2	5149617;5149905	5149837;5150427	+;+	744	22
gene:FGSG_04088	2;2	5150669;5150991	5150704;5151062	-;-	108	19165
gene:FGSG_04087	2;2;2	5152559;5153277;5153404	5153199;5153350;5153483	-;-;-	795	3158
gene:FGSG_04086	2	5154044	5154996	-	953	336
gene:FGSG_04085	2;2	5155830;5156519	5156464;5157464	+;+	1581	6220
gene:FGSG_04084	2;2	5160661;5160885	5160829;5162350	+;+	1635	1339
gene:FGSG_04083	2;2	5167347;5167531	5167479;5169242	+;+	1845	1668
gene:FGSG_20567	2	5170374	5170497	+	124	6
gene:FGSG_04082	2;2;2;2	5171849;5172145;5173484;5173897	5172091;5173421;5173762;5174032	-;-;-;-	1935	0
gene:FGSG_20568	2	5175798	5175896	-	99	0
gene:FGSG_04081	2;2	5177061;5177363	5177311;5177786	-;-	675	447
gene:FGSG_04080	2	5180283	5180678	-	396	0
gene:FGSG_12310	2	5181536	5181835	-	300	0
gene:FGSG_12311	2;2;2;2;2;2	5182657;5183374;5183635;5183760;5183963;5184156	5183146;5183499;5183710;5183889;5184099;5184162	-;-;-;-;-;-	966	0
gene:FGSG_04079	2	5185880	5186764	+	885	2
gene:FGSG_04078	2;2;2;2	5189225;5189370;5189453;5189935	5189254;5189379;5189881;5190401	-;-;-;-	936	2
gene:FGSG_12312	2;2;2;2;2;2	5192302;5192466;5192618;5192841;5193032;5193141	5192334;5192537;5192697;5192899;5193052;5193187	-;-;-;-;-;-	312	421
gene:FGSG_04077	2;2;2;2	5195033;5195439;5195576;5195725	5195380;5195518;5195669;5196051	-;-;-;-	849	286
gene:FGSG_12313	2	5201269	5201841	+	573	0
gene:FGSG_12314	2;2	5202163;5202233	5202171;5203231	+;+	1008	2
gene:FGSG_04075	2	5206280	5206873	+	594	0
gene:FGSG_20569	2	5209740	5209812	+	73	0
gene:FGSG_04074	2	5210197	5211013	-	817	934
gene:FGSG_12315	2	5212859	5214445	+	1587	174
gene:FGSG_12316	2	5215072	5215401	+	330	4
gene:FGSG_04072	2;2	5215805;5216456	5216402;5216469	-;-	612	4334
gene:FGSG_04071	2;2	5216758;5217142	5217070;5217319	-;-	491	1124
gene:FGSG_04070	2	5219088	5220557	+	1470	5755
gene:FGSG_04069	2;2;2	5221215;5221449;5223867	5221336;5223815;5224956	-;-;-	3579	1009
gene:FGSG_12317	2	5228036	5228383	+	348	0
gene:FGSG_04068	2;2;2;2;2	5228989;5229519;5229654;5229713;5229963	5229381;5229597;5229659;5229904;5231103	+;+;+;+;+	1811	2282
gene:FGSG_04067	2	5231257	5231795	-	539	1927
gene:FGSG_04066	2	5233145	5233894	+	750	0
gene:FGSG_04065	2;2;2	5234373;5235325;5236490	5235275;5236438;5236656	-;-;-	2184	2
gene:FGSG_04064	2;2	5237649;5238265	5238215;5238579	+;+	882	0
gene:FGSG_12318	2;2	5239691;5239851	5239804;5240078	+;+	342	0
gene:FGSG_04063	2;2;2	5240140;5240218;5240406	5240183;5240340;5241828	+;+;+	1590	127
gene:FGSG_04062	2;2;2;2;2;2	5242016;5242443;5242535;5242841;5242928;5243439	5242386;5242484;5242787;5242867;5243388;5243835	-;-;-;-;-;-	1551	0
gene:FGSG_12319	2;2;2	5245403;5245661;5246705	5245547;5246670;5247189	+;+;+	1640	26
gene:FGSG_12320	2	5247596	5247943	+	348	66
gene:FGSG_04060	2;2;2	5249467;5249768;5249960	5249718;5249840;5250261	+;+;+	627	2
gene:FGSG_04059	2;2	5250939;5251955	5251770;5251974	+;+	852	0
gene:FGSG_04058	2;2;2	5253358;5254040;5254098	5253901;5254059;5254283	-;-;-	750	1503
gene:FGSG_12321	2;2	5255466;5255829	5255772;5256238	+;+	717	819
gene:FGSG_12322	2;2	5258305;5258387	5258321;5259572	-;-	1203	4
gene:FGSG_20570	2	5261331	5261424	-	94	0
gene:FGSG_12323	2	5261875	5264379	-	2505	231
gene:FGSG_04057	2;2;2;2;2;2;2;2;2	5265791;5265914;5266073;5266280;5266803;5267184;5267330;5268116;5268279	5265827;5266034;5266224;5266651;5267135;5267298;5268065;5268159;5268441	+;+;+;+;+;+;+;+;+	2073	70
gene:FGSG_12324	2;2	5268922;5269204	5269174;5269307	+;+	357	0
gene:FGSG_12325	2	5270525	5270968	+	444	30
gene:FGSG_12326	2;2	5271330;5271763	5271712;5272411	+;+	1032	0
gene:FGSG_04055	2;2;2	5273535;5273720;5273878	5273667;5273831;5275225	-;-;-	1593	549
gene:FGSG_04054	2;2	5280687;5282603	5282509;5283695	-;-	2916	5936
gene:FGSG_04053	2;2;2;2;2	5291321;5292164;5292584;5293525;5293826	5291542;5292505;5293344;5293775;5294514	-;-;-;-;-	2265	1712
gene:FGSG_04052	2;2;2	5295048;5295229;5295380	5295165;5295318;5295702	+;+;+	531	7074
gene:FGSG_04051	2;2;2	5296132;5296737;5296969	5296686;5296939;5297002	+;+;+	792	387
gene:FGSG_04050	2;2	5297191;5298196	5298146;5299363	-;-	2124	250
gene:FGSG_04049	2;2	5299635;5299849	5299777;5300527	-;-	822	0
gene:FGSG_04048	2;2;2	5301117;5301333;5301935	5301280;5301869;5301980	-;-;-	747	22
gene:FGSG_04047	2;2;2	5302339;5302959;5303029	5302682;5302966;5303249	+;+;+	573	0
gene:FGSG_04046	2;2;2;2	5303983;5304177;5304270;5305550	5304043;5304219;5305278;5305612	+;+;+;+	1176	947
gene:FGSG_04045	2;2	5306159;5306378	5306324;5307078	+;+	867	340
gene:FGSG_04044	2;2	5307223;5307895	5307841;5308146	-;-	871	8206
gene:FGSG_04043	2;2	5309356;5309707	5309564;5310535	+;+	1038	417
gene:FGSG_04042	2;2;2	5314926;5315071;5315675	5315012;5315622;5318083	+;+;+	3048	1639
gene:FGSG_04041	2;2	5318660;5318759	5318706;5320274	+;+	1563	2790
gene:FGSG_04040	2	5321106	5324273	+	3168	612
gene:FGSG_04039	2;2	5323794;5325247	5325196;5325342	-;-	1499	1608
gene:FGSG_04038	2;2	5326094;5326228	5326175;5327312	+;+	1167	1945
gene:FGSG_04037	2;2	5327363;5327715	5327660;5327977	-;-	561	3303
gene:FGSG_12327	2	5329097	5329646	+	550	338
gene:FGSG_04036	2;2;2	5329691;5330129;5330656	5330080;5330606;5330669	-;-;-	882	2
gene:FGSG_04035	2;2	5331642;5332621	5332554;5332889	-;-	1182	842
gene:FGSG_04034	2;2;2	5335504;5335971;5336417	5335820;5336077;5336522	-;-;-	530	38
gene:FGSG_04033	2	5343839	5346857	+	3019	678
gene:FGSG_04032	2;2	5347820;5348339	5348278;5348359	-;-	480	1684
gene:FGSG_04031	2;2;2;2;2;2	5349171;5349951;5351001;5351336;5351516;5351698	5349905;5350954;5351281;5351466;5351642;5351720	-;-;-;-;-;-	2301	3585
gene:FGSG_04030	2;2;2;2	5352233;5352285;5352412;5356554	5352235;5352359;5356505;5358444	+;+;+;+	6063	1148
gene:FGSG_04029	2;2;2;2;2	5358704;5358864;5359072;5359224;5359696	5358807;5359016;5359172;5359651;5359779	-;-;-;-;-	870	14
gene:FGSG_04028	2;2	5360537;5361852	5361802;5362046	-;-	1461	2247
gene:FGSG_04027	2;2	5362246;5362750	5362699;5363682	+;+	1387	2420
gene:FGSG_04026	2;2	5364361;5364882	5364833;5365857	+;+	1449	1431
gene:FGSG_12328	2;2;2;2	5366708;5366949;5367147;5367518	5366768;5367094;5367358;5367563	+;+;+;+	465	0
gene:FGSG_12329	2	5367857	5368438	+	582	0
gene:FGSG_04024	2;2;2	5368857;5369045;5370039	5368967;5369948;5370058	+;+;+	1035	365
gene:FGSG_04023	2;2;2;2	5371861;5372191;5372749;5372870	5372076;5372699;5372822;5373355	+;+;+;+	1285	830
gene:FGSG_04022	2;2;2;2	5374035;5374460;5374949;5375556	5374372;5374887;5375507;5376039	+;+;+;+	1809	5126
gene:FGSG_20571	2	5376359	5376448	-	90	0
gene:FGSG_20572	2	5376533	5376619	-	87	0
gene:FGSG_04021	2	5377083	5377409	-	327	0
gene:FGSG_04020	2	5378320	5378970	-	651	1165
gene:FGSG_04019	2;2;2;2;2	5379493;5380224;5380753;5380904;5381493	5380173;5380700;5380873;5381303;5381658	-;-;-;-;-	1845	2
gene:FGSG_04018	2;2	5382349;5382420	5382371;5383185	+;+	789	2
gene:FGSG_04017	2;2	5383329;5384351	5384266;5384939	-;-	1527	19
gene:FGSG_04016	2;2	5385249;5386022	5385971;5386249	-;-	951	289
gene:FGSG_04015	2;2;2;2;2;2;2	5386921;5386965;5387029;5387132;5387412;5388545;5389031	5386927;5386968;5387055;5387174;5388491;5388991;5389051	+;+;+;+;+;+;+	1629	52
gene:FGSG_04014	2;2	5389197;5389336	5389280;5390103	-;-	852	0
gene:FGSG_04013	2;2;2;2	5390770;5391411;5391659;5391816	5391353;5391569;5391704;5391839	-;-;-;-	813	2
gene:FGSG_04012	2	5392317	5393787	-	1471	642
gene:FGSG_04011	2;2	5394534;5394958	5394741;5396765	+;+	2016	6
gene:FGSG_12330	2;2	5397607;5398209	5398155;5398658	-;-	999	402
gene:FGSG_12331	2	5398953	5400067	-	1115	3462
gene:FGSG_04009	2;2	5400379;5401469	5401420;5401503	-;-	1077	0
gene:FGSG_04008	2;2;2	5401790;5402161;5403138	5402086;5403083;5403226	-;-;-	1309	2
gene:FGSG_04007	2	5403861	5404205	-	345	0
gene:FGSG_04006	2	5404786	5405697	-	912	25
gene:FGSG_04005	2	5407782	5408132	+	351	0
gene:FGSG_04004	2	5410251	5412637	-	2387	402
gene:FGSG_04003	2;2	5413985;5414183	5414090;5414768	+;+	692	5198
gene:FGSG_04002	2	5414769	5417092	-	2324	18286
gene:FGSG_12332	2	5417190	5417522	-	333	2
gene:FGSG_04001	2;2;2;2;2;2;2;2	5417717;5418014;5418230;5418404;5418633;5418800;5419162;5419436	5417933;5418036;5418336;5418581;5418751;5419109;5419380;5419501	-;-;-;-;-;-;-;-	1239	6
gene:FGSG_04000	2;2	5419889;5420269	5420221;5420433	-;-	498	370
gene:FGSG_03999	2;2;2	5420773;5420945;5421208	5420891;5421159;5421463	+;+;+	590	2998
gene:FGSG_03998	2;2	5422867;5423291	5423241;5423854	+;+	939	3497
gene:FGSG_20573	2	5424866	5424938	+	73	0
gene:FGSG_03997	2;2	5426783;5427773	5427726;5428544	-;-	1716	1380
gene:FGSG_12333	2;2	5429583;5429860	5429747;5430033	+;+	339	9
gene:FGSG_03996	2;2;2;2	5431942;5432323;5432887;5433540	5432277;5432670;5433492;5434532	+;+;+;+	2283	602
gene:FGSG_03995	2;2;2;2;2	5435290;5435837;5437367;5437829;5438314	5435687;5437222;5437522;5438231;5438349	+;+;+;+;+	2379	24
gene:FGSG_03994	2;2;2;2	5439704;5440497;5440653;5441250	5440167;5440587;5441197;5443805	+;+;+;+	3656	769
gene:FGSG_03993	2;2;2;2;2;2;2;2;2;2;2;2;2;2	5441886;5442243;5442384;5442656;5442777;5443099;5443174;5443357;5443424;5443516;5443681;5443778;5443987;5444500	5442044;5442298;5442585;5442701;5443034;5443114;5443298;5443370;5443463;5443624;5443723;5443937;5444443;5444688	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1874	3515
gene:FGSG_03992	2;2;2	5445793;5446205;5446681	5445933;5446625;5447617	+;+;+	1499	192930
gene:FGSG_03991	2;2;2	5448717;5449116;5449277	5449067;5449227;5449499	-;-;-	686	5524
gene:FGSG_20574	2	5449703	5449784	-	82	0
gene:FGSG_03990	2	5450242	5450878	-	637	166
gene:FGSG_03989	2;2	5453792;5454735	5454660;5454897	+;+	1032	224
gene:FGSG_03988	2;2	5456214;5456593	5456537;5456688	-;-	420	0
gene:FGSG_12334	2	5458152	5458472	-	321	2
gene:FGSG_03987	2;2;2;2;2;2	5459413;5459559;5459752;5460679;5460860;5461005	5459491;5459701;5460629;5460806;5460865;5461087	+;+;+;+;+;+	1317	13
gene:FGSG_03986	2	5461373	5462970	-	1598	522
gene:FGSG_03985	2;2;2;2	5466499;5466787;5468126;5468325	5466696;5468066;5468275;5468364	+;+;+;+	1668	181
gene:FGSG_03984	2	5468506	5469854	-	1349	8224
gene:FGSG_12335	2;2;2;2	5470547;5471008;5471211;5471642	5470956;5471153;5471560;5472451	-;-;-;-	1716	17
gene:FGSG_12336	2;2;2	5472975;5473152;5473561	5473016;5473476;5474120	-;-;-	927	0
gene:FGSG_03981	2;2;2;2;2;2	5474890;5475228;5475682;5476144;5476304;5476437	5475066;5475625;5476078;5476249;5476322;5476476	+;+;+;+;+;+	1137	0
